     (    8.968918930134409     ; 10.34348214870855     )     (   5.663422706604962    ; 3.4248385910066714   )    
     (     9.882789604255546     ;   10.320159969087435     )       (    1.5018747028777903 ;     6.204227259603921    )   
   (    9.750764091619972     ;     8.105601350877961 )      (     10.460343001138032   ; 2.2540449059118988    )    
     (  9.255741838373309    ; 6.042810846568747 )      (  6.674219516249983  ; 2.769864278511278   )  
    (  3.6840482762096665  ;   9.822095922058336     )  (  8.580961854567763 ;   3.466590366776029    )     
  ( 8.73872917895227  ;     5.913014591036887  )      ( 3.1904176064779923   ; 2.811185519510481   )   
     ( 4.516906027271739   ;   1.847882134324388  )      (    1.0192117704956052 ;     5.60696113637642    ) 
     (    2.651194542210397     ;     4.356842939135699    )         (  6.689196340337286     ; 6.929427810977369  )    
  ( 1.6151857169603336    ;   10.354503509464688   )      (     10.189962278489979 ;     1.413711450686458    )  
  (  5.192989570412667 ;  5.778128212209399     )   (     3.805414546826718    ;   2.8935294872592037     )    
 (  9.112840355879294     ;     7.277397237497605     )       (     9.704409523717496     ;   9.391730680004084   )   
 ( 10.844765981701944   ; 1.7557280398114374    )         (     3.195453988071364   ;   8.462396946888994    ) 
    ( 7.562318290987261    ;  8.763158695289192  )     (     6.645467830978057   ; 7.884508192159025  )   
     (  7.268366361136329 ;  10.740792653663645  )    (  9.062609079338914    ;   6.707169310901761    ) 
   ( 8.084953195697604  ; 6.1168080885865415 )   (  6.3431601138999385   ;     1.6463989980309925    )    
    ( 10.707213796886542  ;    10.254028344566391    )      (  7.182478285436694    ;    3.833483714450172   )   
  (    9.021355736359     ;  9.249055194153087     )      (     9.650007874352971    ;  10.914889732344017   )   
   (     3.886703490837111    ;   1.5829648308635493 )    (   3.4283546602919315  ; 9.503742274800786   )   
 (   5.081803487849568 ;   2.62356577828454     )     (     2.716423027253937  ; 2.9828637776439995 ) 
    (   6.414593065336012  ;  6.979220130962948   )   ( 4.796615827738457  ;    9.659376712397426    )    
   (  8.996631333458733    ;    3.7042268604848374     )  ( 9.266096931404267  ;  6.270867468610464 )    
   ( 7.681392758185559    ;  9.355766814214258     )     (     2.9321153406608396  ;     1.8431140522587366     ) 
   ( 5.66662279609168  ;    3.9024118653833755    )       (     5.371392586824473 ;   6.899375141528303 )    
   (    2.2607566979674987  ;    4.484196053865586    )    (   10.153573034310119    ;    3.0212425116402475  ) 
   ( 8.8134002146338 ;   2.024247451032881    )       (   6.728734634167316 ; 7.76105526409372    ) 
     (    7.809873322551336 ; 5.691985293551657   )      ( 7.978965416872459  ;  9.90587712692613 )   
  (  10.129815553614502   ;     10.217877692251168     )       ( 8.433999540395488     ;  10.093035857415014     )   
 ( 5.469855685843945  ;     1.059762672779452  )     (     8.150916991360365     ; 1.7772251197506197 )     
    (     10.930341101112303 ;     2.420730983424817 )         ( 7.257906417758638 ;   7.549169806254652  )  
    ( 2.766132695861761 ;     3.118572681759624  )   (    6.16208982661746    ;    5.805851896418796     ) 
     (   6.301459607866375    ; 5.306784594379959    )    (     6.4214087740929715   ; 2.7723012496055235     )   
   (  9.008838750928135     ;     1.0471421515140558 )       ( 7.280575102727131    ;    4.874946339522207   )     
    (  1.7520553577106848 ;  1.7338314986801509     )     (     2.8710830221183117   ;    6.466530220380768     )   
  (     3.1932059463210085  ;    5.3691458342014835     )         (    5.0752833525695555     ;  7.902586434830616     ) 
    (    2.3638048282261686   ;    6.690744109933293    )       ( 7.054521198313163 ;     8.969479259507454   ) 
   (     4.399952741894786  ;  5.150471573661175   )       (   2.4413351876664793    ; 2.664005084448268  )   
   (    4.4415670906226135     ;  5.744742525699816   )          (   5.195720142764024     ; 4.324558130122194  )   
  (    4.695676094222202   ;   7.69648685431404 )        (    5.125451614244051 ;  1.1138558082114383    )     
   (   9.663774544896654   ;    5.98865774225896     )      (  4.0704729514417615   ;    6.853230208147417  )     
  (   4.533241688838129    ;     10.74930330115405    )    (    7.751345131606628     ;  7.208478184315675  ) 
   (  1.7328232452078376    ; 9.488198631918255  )         ( 8.281759124626383   ;    10.227277569016017     )   
     (  10.652174209736284   ;    7.185043005131929  )         (  2.3451102717170347     ;  7.228163178184319   )     
    (   5.525464454600487  ; 9.229216871413348     )         (     10.0351356466544 ;  9.041067005718588     )  
     (    6.4790480931536845 ;    2.2111039917220623   )      (     9.360613728994885     ; 2.5994197006828283     )    
  (     8.743193852792679  ;  7.5649733976768285  )        (  1.4141267618145594 ;     2.883815339045488  )    
     ( 5.027878765642829 ; 3.0634261737771418 )     (   1.2048855704490915  ;   5.217238968411826     )    
   (    6.0626436124387455 ;   7.1634031127206415  )        (    9.155615873659073 ;  2.9118552121166688 )     
 ( 4.300512280269066    ;   1.2037562985544417  )        (     8.263509439982004   ; 5.267361285438842 )  
   ( 5.78597168142406     ; 4.454381264899115 )        ( 1.9252349483703248     ; 10.920900624141147  ) 
   (     5.187016629188582 ;  7.016913826064658 )          (    7.426013694016105     ;     1.5485410741436136   )    
 (    8.991253635610125     ;     5.576988228297169 )      (   10.092756041543064  ;  10.918312948464251   )     
 (     1.866071901386407   ;   7.008057291708494     )      (  3.1112615312923455  ;  4.294812390351128  )     
   (    1.1828723336583815    ;   4.826776256522378    )       ( 8.007481074080147    ;   3.1953654977516255     )  
     (   4.705361818771825 ;  3.4999483219803564  )    (   10.792841755967808     ;   10.497755071764008  )    
 ( 6.441909099223042 ; 5.603033740552539    )      (   8.773633582492145    ;  10.899510510611943 ) 
    (  5.661963074352512     ; 6.8302191146920235    )     (    3.024459428954686  ;  1.728759880566524     ) 
 (     4.07653404632716  ;    3.8560523350567593 )       ( 1.5257479732524462  ;    9.106644089309945 )   
  (  6.182736942835752    ; 10.048636976216983    )      (   7.965326705523754    ;     4.461294279327961     )    
     ( 7.772397187049659   ;    4.034391290748831 )         (  1.204061198591059 ;   6.393371323744008  )  
     (  7.604719438366443 ;     6.114369492034126  )      (     10.405553114114312     ;  2.8931679461356508   )   
     (  7.243018235360747 ; 7.532143910156072 )     (  10.82990327744841    ; 8.909273091804323 )     
     ( 4.0555121055644445    ; 7.593251820686897     )      (  5.291536319431856 ;   4.268798923027365     )   
     (   2.3801782363495962  ;  3.6362026995365606  )      (  6.281087406647227     ; 6.949170810821435    )    
  ( 7.853672549791615    ;   8.855050299705052     )     ( 3.751352773787048     ;    6.701478609583715 )   
 (  9.904309146542346   ;  2.9735251540957197    )        (     3.567300854375365    ;    4.025392120337351    )   
    (  7.409105153683354  ;    10.770730261104474    )        (     1.6201482566759764 ;  9.495637538831511 )   
     ( 2.5148853886239655   ;     3.4583995804558123    )        ( 8.605495741909943  ;    8.440037049164367   )  
    (     7.623451830933057    ;  7.909719264779888     )     ( 10.465528600624918 ;   5.969111190400027    )  
 ( 10.540813804285287  ;  8.739710509343492    )    ( 9.495279266547918  ;    7.357243176615536   )   
  (   2.7904820722713986 ;  8.237174988510478   )        (  1.112950752311246  ;     8.775405542906945     )  
     (     6.090824389381012  ;  9.148203996518658 )    (    1.2943050048708606  ;     3.3754509799996546     )   
   (  1.9964843698030512    ; 5.311248833881641   )      (    9.671112082797892     ;    7.72596281260881     )     
    ( 9.703861811398664  ;   5.143754153049091 )        (    3.293662614134889    ;    3.5996705604736348     )  
     ( 7.0206564865033805    ;   2.9803534437615697  )      (     6.057342417229711 ;    10.112426484246331   )    
    (   9.499474281971441    ; 3.262627775687057   )     (   8.793269508064474     ;   1.2137457239387897   )     
   (    2.7354956139564592 ;   2.580426382728813  )       (   5.022994164631818    ;  3.5289078692587106     )   
  (   2.8282058939110426   ; 4.56475035560331 )      (    7.377260632748179    ;  9.552621228433857 )     
  ( 10.007189908450473     ;     2.632197729054666    )        (   9.678832335949199 ; 1.1942509131115189     )    
    ( 10.421986611307608  ;   5.580972422397219     )     (   9.689379024845374 ;    8.674607088548694     ) 
    ( 1.096008276186692 ;    1.0384542766713702   )          (     7.520426387478569     ;  9.774298380981996   )   
    (  3.044521998859332     ;     1.7603336901856272     )       (    4.708367748150354     ;   4.433645003253441   )     
    (     7.556691685857473 ;     9.781305860555802   )         (     8.953539568355742     ;  9.704157186627572     ) 
     (    10.641685521652393  ;  3.417330072165238  )       (   9.523358440142285 ;   10.051573479876078     )    
  (     10.638843326384253   ; 2.1194503782615426   )        (    8.319520689481683 ; 8.010464056530523    )     
   (   3.991908050973149  ;     4.17917864626533   )        (     1.6092643661364183     ;  10.19039388940256   )  
 (  4.187319248943295  ;    2.285440040796755  )       ( 7.420693992550513   ;    3.6336512312955165     )    
     ( 8.856568748477747   ; 1.9330829560766152 )      (  3.602168295281775 ;     7.524535813971798  )  
    ( 10.04261934426755 ;   7.682947064708512   )   (  1.5457496523768601   ;   5.25021190627686   )     
 (  2.630385540579804 ;  2.2734993921142603  )        (     10.57471577822978 ;     1.813122580635135     )   
    (  5.941277612143376 ;     3.5840283583387436    )   (  7.995135210545794   ;   1.5949663055050747    )    
  ( 3.491806375149044    ; 4.449402716264164     )  (  9.811503991707442   ;     1.4722374284152064     ) 
   (    5.916252915194985    ;   10.326392033472434   )     (    7.106445556199534  ;   4.283326898796716     )   
   (   2.0533987273235  ; 9.811550878424061  )       (    3.084473004529194     ;  7.647188073489946    )   
     ( 3.1973196209101786   ;     3.0106629111574383    )    (    5.779813838146745   ;  3.133563656117091     ) 
   ( 5.5122412287371825 ;     2.7597513605136528   )          ( 1.4282966338268557 ; 10.784774142850127  )     
  (  5.611458280918996  ;     3.6976480647771894  )   (  3.5033016691666523     ;  3.9890708293120016     ) 
   (     4.3003142909193715   ;   4.190127110702807 )      ( 2.415772444462778 ;    9.705550323873068     ) 
   (     3.48324604950204   ;    6.105601804329885   )      (  10.87829055965899 ;     9.040631535918209  )     
  (    1.234889573853907    ;     7.442381173788155     )    (    9.933212828777203   ;    3.176094468532427  ) 
     (     10.035247735398146  ;  2.807492635111508     )      (     10.64487145139586   ;     9.648683721331308     )    
 (  3.168922024988799   ;  6.747063295973536   )          (   6.455835527542065   ;     3.981271413524156   )   
     (    4.28840569877206  ;   4.9282674224311345     )        ( 1.207236225677484   ;   1.665585711191674   )    
  (     5.14143986933616     ;    8.172834331729181 )    (     7.8231541881677025    ; 5.496499519854376  )     
     (   6.462431424562766   ;  4.342118424799775  )     (    2.659068205659545  ;     3.2578825460813654   )    
 ( 7.027934934848277 ; 3.0737335191244224     )      (     10.514368960162473 ;    10.76001605758725  )    
 (    5.876195046922125  ;  8.369747980186318     )   (     5.308932546921841  ;  5.228570267311365     )  
 (     2.6907537601046343     ; 4.036442961192659  )     (     1.42375772389171  ;   4.045142925869001    )   
     ( 1.3481172950922262   ; 6.9756338255728325    )      (   10.705666367266604    ;     3.839362475135908 )     
    ( 1.6294881432053978 ;    3.3275528896073183  )  (     10.136065419438635 ;     4.932551963169971  ) 
    (     4.096558496303395 ;  2.46529579486728    )   ( 5.1637708509206846    ;  6.132956030150028 ) 
   (   3.131365727917803  ; 3.840828902761654  )       (    3.7018960949271897    ; 4.882530890826054 )  
  (     3.1402108941805675    ; 1.6825610639529978   )    (     5.788800260746794  ;    7.755295897870354   )    
   (    2.921640329052219   ;  2.5444761118575965   )     (     3.9131023098887487 ;    6.307248697786578   )   
  ( 3.1984880241703344    ;  10.706829134967885    )     (     9.002753669916647  ; 3.2778416696965254  )    
 (   2.3139830401491768 ;    6.428404814363638   )     (  7.0781768110559184    ;  4.14302165866153   ) 
  (    5.091916212383442     ; 2.0503381989409757   )         (  1.5694646446744556    ;     9.019832481997781    )     
   (   9.86087248434963     ; 10.951497545830119    )         ( 6.297642606281514  ; 9.922578792975242  )   
    (    8.642524025527647  ;     4.355430641612257    )   (  4.119993199527501    ;     8.370553313556968     )  
   ( 5.503985698564565  ;  10.988872741690336    )      (     6.239443224722031 ; 8.347326765626534 )  
  (     8.07423429129086     ;   4.59181813947055 )   (    7.178014660445755   ;    9.611599681139717    ) 
   (   7.2245887568742875 ; 4.279152161604873    )   (   10.414334653401779  ;     6.359616910764321 )  
 (    9.913254069814634 ;  2.753848134148802 )       (     9.685211992581483 ;   6.2391446074906876     )   
   ( 10.193926984145781   ;     7.371725072803354    )        (     10.951274032774434  ;    4.715009759718732     ) 
    (  3.388464811432176 ;     9.057768853956162     )       ( 10.026665632044343     ;   9.786202795362117 )     
   ( 8.423616100972641     ;  4.074015003876501    )       (  10.8728121148278  ;   2.0545410963012323 )   
  (     3.3318140417753543   ; 3.6389949687094036     )    (   9.556243652952611    ;    5.144896924957809  )    
 (    8.91603266080984 ;    6.398744300646934     )      (  8.870482778209238   ;     1.476987155288 )     
 (   5.578704848960461  ;    8.749373430828875 )          (     8.62199346185344    ;     8.388723839618434     )   
     ( 8.314704226338193   ;    8.011200656443805   )      (    6.580194070720107    ;    9.611130752225854     )    
     (  4.868387494189424  ;  3.454448906652492     )      ( 5.091531592245046 ;    7.094819129631997     )  
 (   2.05470107319783  ; 10.176502487537467   )          (   8.35761884202829    ;    8.188027301479494    )     
    (    5.244349569487812     ;   10.830729543025893     )    ( 5.37743443042149     ;   3.1662232434133144     )     
    (     6.013025993823607    ;    10.206864345827013  )         (   3.5535849665987644     ;    8.113269083392279  )  
    ( 2.9547060436841237   ;     7.662952771145459    )   ( 7.962629425605184   ;  8.154147337913198    ) 
    (  10.659004436556678   ;   2.408862219769136    )  (    1.2894667959699915   ;     6.039251932885725     )     
     (    1.8525915808161655 ; 6.641350700619431     )      (   9.425785145239411  ;    1.08023871924567   ) 
   (    7.704676470148273     ; 1.5307006606992215 )   (  7.732574413109017   ;  3.4374406242073787    )    
  (     1.2965490214884225 ;  1.0589152527586867    )         (     2.966701516545364 ; 8.75884572452167    )    
     (  9.255186550342229    ;  8.709476072103431     )        ( 5.871546202274944   ;     8.17063473996643   )  
     ( 6.550921775784231     ;   2.0086645232133296     )      ( 9.431702042483026  ; 8.619284876109813     ) 
   (  9.459174217780083   ;    9.918444804515278    )       (  7.791737730845001     ;   8.565233534340958    )    
  (     1.6862434222102443    ;     8.080908734827336   )       ( 10.839022478686294     ;     4.028105390941056     )     
    (  8.659164833159071 ;   6.914286519293514  )     (  9.450612903567709   ;  9.983502174642574  )  
   (     4.979628684998295   ;   7.560514737629983     )        (     6.404202676894826     ; 2.111354919159152   ) 
   (  10.041960498654634     ;   10.68437161296645  )      (    7.953135005057321  ; 3.8958377221107545   ) 
     ( 6.815164299648556  ;   3.124172036196322  )         (  1.0654771245343067 ;  4.076845320024015     )     
     (   8.789029675491344   ;   7.394025847608557   )      (     1.3271571834947318     ; 9.453033361820722    )    
  (    10.084299021655932    ; 9.037659003272129    )    ( 6.5091647764915495 ; 8.036418624079593   )   
   (     3.7268992229524835  ;   6.833796508586069   )       (   10.798812375534826   ;    7.558545799088089  )     
    (     3.0862345665590185     ;  10.853107938558894    )  (     4.695060563270226   ;    4.3282122875165845  ) 
  (    1.4775436434219449  ;  3.366717109439398    )     (   5.567905056606099 ;  7.440759563882552 )   
     ( 4.92831673625359  ; 7.606270909809764    )      ( 3.8818258933182275   ;    3.338924185764845    )   
 (    3.108777195899627   ;   9.375574220180992    )   ( 10.083300793288966   ;  5.725253140633827   )  
 (  3.4264249434312415   ;   6.51378488612032    )      (   7.152378745573079 ;   5.826079879512861  )    
 (    3.2846427685142876  ;   1.2101723956951596  )       ( 3.818317770097968 ;    8.00706468825566 )     
 (    5.505364157456743    ;  10.170438398588388     )     (   3.439284544318332  ;  5.7402966397246695  )    
 (  1.9158042155563728 ;     7.634600035460462     )        (    3.546116714389113 ;     2.9229576484111224  )    
   (  10.099254056277655     ; 6.246436003052571   )  (     1.0501472203044573  ; 5.547550043107089     )   
    (    8.309935751531503     ;    10.774494833490168  )        ( 8.115092050613043     ;     8.723685943995976   )  
   (  3.5519211958190926   ; 9.684665015257858     )     (  3.692999266041366   ;   4.051438816690504   ) 
   (    7.822113021594602     ; 9.564309265525626   )  (   5.724262197751425     ; 2.3462596619097758     )   
  (  7.517288385410769    ;     7.397959750076744    )      (   9.001692722413503     ;     6.715451656813508     )  
    (    1.00520406022531 ;     5.6945768585405805 )   (    3.69865990400623    ; 10.986211518137937     )     
 ( 9.35976573959466    ;  5.466368927227085     )          (  9.561289308478175    ;     8.485231403151438    )    
     (     5.260258946051798 ;  2.059177007382286  )          (     10.764724108858056     ;     6.1698620189821956    )  
 (  5.054641767185593  ; 8.834419537964191    )  (    6.433451631598054  ; 9.110841485171992    )   
     (   8.98690172910166   ;    3.7026011697700234 )      (    1.8256888621451064     ; 10.326583914485918  )    
    (   4.588473603515046     ;   3.5083835802464325    )   ( 5.181833689768542   ;     10.969031809797286     )    
   (  8.233720160131533 ;  1.2672185025000795     )    (    5.236975409638914    ; 5.861069967367763  )    
     (     9.859476981904635     ;    1.253543639060867   )      (     4.3974711131747934  ;  9.385503643237563   )     
     (   5.848656500290897    ;     6.940540789845558    )  (   2.5815816336639688  ;   6.725596884906354   )    
  (  5.077918030531851     ;   6.791457460920474  )       (   6.724172188059723   ;    5.457175871182278  )     
 (    3.12939807001556     ;   2.902489197348455    )       (  10.945473766144413    ;   2.49229182127524   )    
     (   9.666503467420963     ;  7.4972253968349225 )        (    2.3839083217984482    ;   1.3744498061279844   )  
   (  3.9737679841856615   ;     2.2726585296672077 )        ( 7.692976201752696    ;     4.925397278003043     )     
  (  3.6607708326868296  ;     5.596754008232341   )    (    5.202204843248874    ;    8.24347611812169   )  
   ( 1.5301163715713997 ;   2.557584058874577     )      ( 7.742162391392404  ;    7.053537829825841   )  
     (     5.609479205066438 ;     2.8640232864126594 )    ( 1.1335310952971103     ; 6.408419418571323    ) 
     (     7.347709545369114    ; 1.5980068998922994  )   (  3.3402457729340065     ; 4.741984354595058 )     
     (     2.975000849773032     ;   7.81835152506808     )      (    9.286692054771919     ;   8.27372377537877   )     
 (    3.027122042210884   ; 6.016138976143801   )     (  6.3389698451338194 ;    10.764920982647265   )    
  (   5.03371007238251     ; 5.421660975114502   )       (  5.450217754437881    ;     3.6263790103838724   )     
     (   4.370626463252852     ;  2.162929065541116     )      (     2.969999470898781 ;     1.377709848252712   ) 
     (     8.276375537239794 ;   9.275743834799071     )        (  8.117754679392423  ;     7.458186289003288     )     
     (   8.032584842632577    ; 9.565328883724685     )       (     1.1203104296647717 ;    5.389157070409656 )     
    (     4.3085494938742634 ;    6.319527084967744   )     (    7.01345630664607   ;    10.28802315107578   )  
    (    10.669837818005108 ;  6.873558012463185  )      ( 10.107581242202036   ; 5.73377817484514     ) 
     (  10.250959573865483    ;    4.026339149725093    )       ( 4.117373681955618   ;     10.984109622041704  ) 
   (    10.592097116587421   ;     10.308369461352688    )      ( 2.955583244534137     ;     3.5440640003035186  )    
  (  1.6398986878108903    ; 10.101174955219285  )      (     7.19084573588696    ;   2.08627376532896   ) 
  ( 1.9123348002002962     ;   4.608316607873247  )        (   1.1695708481214597  ;    4.722746344064653  ) 
   (     7.827616002627657     ;  4.677961472714802     )   (   5.801890680212121   ;  7.628216824956995     )   
 (    1.1971744847140577    ;  6.477016449408079   )      (     2.011672880378871   ; 9.015062750645349 )   
     (   9.882707062037792 ;     5.016823447929666    )  (  9.850595206385007    ; 3.459779895509838 )   
     ( 6.617281702677541     ;    10.530417660887228    )        (   8.276282621341789     ;  1.581023423916257    )   
 (    10.990505285410649 ;   2.7013491676255823   )     (     10.594507148537128   ;    10.069208543199471     )    
  (     9.597755048258025   ; 7.744065113405455     )   (     10.565449218689661    ; 7.067676090309105  )    
  ( 9.353471864730606    ;     3.3358559654277453 )      (     4.174024160412712     ;    7.905418805286601 )   
  (    8.968516018329554 ;   6.400364728116252   )        (   2.064267202871394    ;    6.181371644334904  ) 
  ( 3.5915861458524936   ;    8.74265606292079 )     (     7.637785409788951     ;   5.200263077742737   )     
 (     7.6147000829070715    ;   5.5358507515645465   )       (    5.816267976634628     ;    4.7600299803666655   )   
     ( 10.642737537126026 ; 1.6593214049163432   )   ( 7.468062118056263     ;   8.290795146095489   )     
     (    1.6270473457986037  ;    10.888450535074899     )     (     4.498810000703428  ;   5.345405414640178    )     
    (    6.163114922075749 ;   2.9359507671476694   )          (   10.606148137051449  ;  4.441535998584828   )     
     (    1.9522933915219722 ;  3.344749500404242  )      (     2.6984697617669156    ; 1.2553527405541434    )   
  (   7.427597301426782   ;    1.2324337719733682   )    (   7.9777498180856945  ; 7.16674042163032   )    
  (  8.543558828369896 ;    9.88725822881005 )      ( 1.6864318836511463     ;    3.156091980118707    ) 
    (    8.730145515464741     ;    5.215717176508148    )       (    10.51837785537644  ;    4.052660950342233  )    
   (  7.010741699948624    ;    7.0416767561508244 )       (     6.693880467836781    ;     8.134475258819453     )    
   ( 9.284191768474399  ;     8.257071198006507  )      (   7.698737378592798    ; 7.079814687506188     )  
     (   7.7709062086791665   ;  6.824161140413634  )         (  6.687388981113543     ;   1.2702508865136843    ) 
     (   3.62303038252412     ;  5.629354088359974  )     (   8.550118231665483    ;    5.445248520692968 )   
   ( 7.698674754806908    ;    5.188588278355225    )       (   6.644311670603692 ;  9.708330455811833    )   
 ( 4.500209184549675 ;  4.204278086951755  )       ( 5.189785735884501     ;   10.88480467464447 )     
     (    4.27661807551315     ;   2.973822398523767     )        (    2.3281732278990663     ;   9.231053891549223   )    
  (  8.289919142551593     ; 4.649675261752678     )          (     8.846372384319388 ;   5.495387045970603  )    
     (     2.2456452722679567     ; 9.350979803394152 )      (     7.564060129578752     ;     3.3304546865223252   ) 
   (    2.887386125207998    ;     6.126763089646815  )         ( 8.385266295236905  ;   2.057225488936533 )     
  (     2.75539566357524  ;  7.770695138872323     )    (    4.014011120909981   ;     4.7805260685476085  )    
 (  8.109259867519707     ;    3.487409626975161 )         (     1.3340041731199894    ;    6.856142522688618  )    
   (    5.01462829078496    ;   4.410386955994444     )     (    3.452407885813561     ;   9.709486161692002     )    
    (   8.594006549986938     ;  6.971400058436743    )       (    7.407660432637701 ;  5.005819032651962   )     
    (     10.441613398309185   ;     9.121522862844131 )    (  2.541365158035739    ;     4.172044376849145  )   
  ( 9.20229798777182    ;   4.403701048068428     )     (     4.534238446030631  ;     8.270058668076368 )  
     (     9.314522162951706     ;   8.876885607792268    )          (     10.1061223596891  ;  3.2216659024176124     )     
    (     2.9174027942647855   ; 5.891727958698292  )     ( 7.380060337633106  ;     5.385054959044203 )    
    (  9.921818397641518  ;   3.7178386039432647     )         (   6.910433190883798    ;  2.482838616417798  )     
  (    1.2455769858574064  ;  1.022608681384786  )    (    8.375159199834076 ;    4.88165593753377  )  
    (  10.21264805724501   ;     5.2015916398458515   )       (     7.9319565977162   ;    2.223337353652715  ) 
  (  7.116454623968135    ;     8.560450780364285 )    (    1.238668068035447 ;  10.40763058387492    )     
  (  1.947230569770422    ; 7.348466180421912   )      (    7.13764792652204   ;  3.926491041342315     )    
  (     10.283438196297721     ;   8.643606291065748 )   (  7.004211615072334  ;   8.549933373306613 )    
   (  7.34724960877874    ; 10.089161152183078     )       (     4.759148625266359    ;   9.363446742766861     ) 
    ( 5.224089780395599 ; 7.481937598459559     )    (    2.5452963927700925     ;  9.156970945949958    )   
     ( 8.246243008977828  ;    5.212018616688606 )    (   7.0681777703257005     ; 2.1654365693838207 )   
     ( 1.5405209033746605    ; 4.554083054636058 )       (   1.6007012597658656  ;     8.16086687688318  )    
    ( 7.739993762150754     ; 4.81028963026777  )   (    8.65192199139545    ;     1.8960425440351194  )     
     (   6.859783779983449     ;  2.3047224846253447     )     ( 8.299868144606261   ; 2.899728122597253    )  
    (    4.336921050337001  ; 2.229399395937092    )       (     7.188426476731404     ;  10.623462544488548 )   
   (     2.2342619918847966 ;    8.341843027493224   )      (    3.188293293132768 ;    9.939910014588278    )  
     (    8.608470273185318  ; 5.5142133466401635 )       (     10.721985717620976   ;  1.9927758371972695  )   
 ( 10.042060310117709    ;    10.134004418643604   )         (  1.7529169139923397     ; 5.39828203526086 )  
 (   2.3395035595943017   ;     3.3563022226590657 )        ( 7.438533247026042    ;   2.7982087973238126   )    
 (  4.387396342951475    ;   2.207605203443467 )     (   5.447514053493778    ;    7.764493929107588    )   
 (  10.178691210675536   ;    3.541208229359989   )  (    7.941033650652876 ; 7.055400218982153 ) 
     (     4.000990581864969  ; 5.84414764699623  )     (     5.218086103763473    ;     3.223240361025307  )  
     ( 3.7889018388651654    ;  3.8957103381220852  )        (    10.024872231089176    ;  2.573667556802362  )  
    (    7.64045678280207   ;   1.2775040222725333 )      (  7.528249963968243 ;     3.476527251012026   )   
   ( 8.497592395276715 ;     5.735090220565656    )      (  5.953245752275302     ;   10.028272012655256  )    
  (   1.9906935767728708   ;     2.3911812963661774     )     ( 2.8846299210001027 ; 6.065937699081891  ) 
     (  2.4472000224461956 ;   9.81039747497521    )         ( 2.232553370239995  ;     4.532684255676407   )    
     (     2.064273882533633  ;   3.9155882381887697 )    (   6.862247630262981    ;  7.194896606328548    )  
 (   8.245531560144292 ;     4.755715635033447    )    (    1.8877868560309754 ;     9.710849881519833   ) 
   (  4.101836591693802  ;     1.1252995831850356     )   (   3.62991287877039   ;  7.050936823357541  )    
   (  7.116155174604037  ;  8.035427172726902    )       (   9.237921600956485    ;   4.269456100957472     ) 
     ( 10.972476204913374   ;    2.0363224704752017 )      (  1.9756140874727814   ;   7.6279651869599885     )    
  (    5.5487900878504295    ;    9.391480326643808  )     ( 7.171307212044893  ;  1.070195485499337 )  
     (  10.074134144480885 ;   2.103361874169005 )      ( 3.831909446884253  ;  3.0485276999695     )  
  (   4.449697387364238  ;   6.790653136304233  )      (   6.921057697722381     ; 8.70203317753364    )     
